segment_id	audio_filepath	duration	snr_db	vad_ratio	text_raw	text_clean	word_count	speaker_id
waxal_asr_954d8ff745e84c0facff32ecc51130f9	data/fulfulde_run/audio/waxal_asr_954d8ff745e84c0facff32ecc51130f9.wav	12.78	54.54	0.77	Ni mbi’anmi ɗi kam : ɓulo- ɓuloongel ɓultake, to ibbe boo caaki maa, mbi’a : saɓɓo- saɓɓoongel saɓɓake;	ni mbi anmi ɗi kam ɓulo- ɓuloongel ɓultake to ibbe boo caaki maa mbi a saɓɓo- saɓɓoongel saɓɓake	18	unknown
waxal_asr_0bd2974072f54f72b02ef1ec78b95cff	data/fulfulde_run/audio/waxal_asr_0bd2974072f54f72b02ef1ec78b95cff.wav	6.348	50.21	0.7	Ɓe nasti ɓe maɓɓi, on nasti naa? ooho min nasti.	ɓe nasti ɓe maɓɓi on nasti naa ooho min nasti	10	unknown
waxal_asr_9a8f6c94fc2c4ecbbac431ee9e39c284	data/fulfulde_run/audio/waxal_asr_9a8f6c94fc2c4ecbbac431ee9e39c284.wav	12.649	45.81	0.84	Yoo, o yehi haa jawmu leeɓol, leeɓol hokki mo leeɓol o waddani corɓoowo sorɓi, hokki mo nyaande o yahrani wamnde.	yoo o yehi haa jawmu leeɓol leeɓol hokki mo leeɓol o waddani corɓoowo sorɓi hokki mo nyaande o yahrani wamnde	20	unknown
waxal_asr_9443383e6e93446fbf0e5293c62f30b1	data/fulfulde_run/audio/waxal_asr_9443383e6e93446fbf0e5293c62f30b1.wav	3.431	44.06	0.84	O wii : ɗume ngaddu noomi aran boo?	o wii ɗume ngaddu noomi aran boo	7	unknown
waxal_asr_0d8d2a92eafe413fb6f42a7a2f185139	data/fulfulde_run/audio/waxal_asr_0d8d2a92eafe413fb6f42a7a2f185139.wav	4.02	55.12	0.77	Suy daada maako ɗon woya, ɗon woya, ɗon woya.	suy daada maako ɗon woya ɗon woya ɗon woya	9	unknown
waxal_asr_331ba973b92b460ebc39427aaec50655	data/fulfulde_run/audio/waxal_asr_331ba973b92b460ebc39427aaec50655.wav	9.69	49.23	0.78	ɓe kaaydini ɓe mbii : yimɓe ɗon dow lekki ɗoo, laamɗo wii : mbi’e ɓe njippo, laamɗo wii ɓe njippo.	ɓe kaaydini ɓe mbii yimɓe ɗon dow lekki ɗoo laamɗo wii mbi e ɓe njippo laamɗo wii ɓe njippo	19	unknown
waxal_asr_a3b782e938264a9d8e4fb9951a24c7a6	data/fulfulde_run/audio/waxal_asr_a3b782e938264a9d8e4fb9951a24c7a6.wav	5.473	50.72	0.8	O wii : en mba’’o, ɓe mba’’i ɓe jooɗi bee adda goo.	o wii en mba o ɓe mba i ɓe jooɗi bee adda goo	13	unknown
waxal_asr_5601f43906644af08e392dff7cae0d58	data/fulfulde_run/audio/waxal_asr_5601f43906644af08e392dff7cae0d58.wav	4.98	45.3	0.72	Jam, ɓe mbi’a mo : ta’i jey Mbuulu ma boo naa?	jam ɓe mbi a mo ta i jey mbuulu ma boo naa	12	unknown
waxal_asr_6392830bd1164a598b76bbcd1b14ebc1	data/fulfulde_run/audio/waxal_asr_6392830bd1164a598b76bbcd1b14ebc1.wav	3.216	46.37	0.8	Ɓe keɗi : daada Damseere kuma;	ɓe keɗi daada damseere kuma	5	unknown
waxal_asr_79b33fe568e54a3d9eb4eeff9c76d1ab	data/fulfulde_run/audio/waxal_asr_79b33fe568e54a3d9eb4eeff9c76d1ab.wav	3.721	44.55	0.81	kad boo o siwti : e to ɓinngel am?	kad boo o siwti e to ɓinngel am	8	unknown
waxal_asr_45382bf36e9b40fc95a7761a8af58d59	data/fulfulde_run/audio/waxal_asr_45382bf36e9b40fc95a7761a8af58d59.wav	7.692	53.13	0.73	kolobaaru e heeɗo o suɓta o hokka Hamman o wi’a : he’i naa?	kolobaaru e heeɗo o suɓta o hokka hamman o wi a he i naa	14	unknown
waxal_asr_105c1a7896754d04914933d750500856	data/fulfulde_run/audio/waxal_asr_105c1a7896754d04914933d750500856.wav	3.876	28.01	0.93	Woodi gorko feere nii, innde maako Ibiraahim.	woodi gorko feere nii innde maako ibiraahim	7	unknown
waxal_asr_83cce8de868a4379b33283576655aa9b	data/fulfulde_run/audio/waxal_asr_83cce8de868a4379b33283576655aa9b.wav	3.022	37.63	0.89	Ɓunndu nduu yaalammi faa’I daande;	ɓunndu nduu yaalammi faa i daande	6	unknown
waxal_asr_8b991f8f722343118712359d49fb6618	data/fulfulde_run/audio/waxal_asr_8b991f8f722343118712359d49fb6618.wav	5.837	30.72	0.96	yah, Alla yaare jam, Alla wartire jam, a fottan bee saddi nanndere;	yah alla yaare jam alla wartire jam a fottan bee saddi nanndere	12	unknown
waxal_asr_7d1335e532d341cb90a5b2054458aa87	data/fulfulde_run/audio/waxal_asr_7d1335e532d341cb90a5b2054458aa87.wav	8.863	51.61	0.82	Ɓiira pucci goo ngara haa ndiwa goo non, ɓiira yollo nder maayo goo majja yilim.	ɓiira pucci goo ngara haa ndiwa goo non ɓiira yollo nder maayo goo majja yilim	15	unknown
waxal_asr_a000f7ead1224ae6836bf7c555737e22	data/fulfulde_run/audio/waxal_asr_a000f7ead1224ae6836bf7c555737e22.wav	5.772	31.08	0.93	Jam, o yowi dow puccu goo, o wii yoo o dilli laaroygo duuniya.	jam o yowi dow puccu goo o wii yoo o dilli laaroygo duuniya	13	unknown
waxal_asr_91046066394e47f89a19114a01f585f4	data/fulfulde_run/audio/waxal_asr_91046066394e47f89a19114a01f585f4.wav	5.24	23.18	0.95	Dundeeje, dundeeje, daada walaa duuniya, baabayel konu ;	dundeeje dundeeje daada walaa duuniya baabayel konu	7	unknown
waxal_asr_4cc90014b76a4210b3c86a86b4902532	data/fulfulde_run/audio/waxal_asr_4cc90014b76a4210b3c86a86b4902532.wav	3.797	38.57	0.87	Gorko oo, o ɗon nder naange raneeye.	gorko oo o ɗon nder naange raneeye	7	unknown
waxal_asr_a13c38a3830a46a5b1c87df618e2ab21	data/fulfulde_run/audio/waxal_asr_a13c38a3830a46a5b1c87df618e2ab21.wav	6.494	41.39	0.87	O wii adda : en mba’’o, adda wii : ɓii daada am ginnawol ɗon mba’’ooɗen?	o wii adda en mba o adda wii ɓii daada am ginnawol ɗon mba ooɗen	15	unknown
waxal_asr_176576d5149247378bb12b15e6198cde	data/fulfulde_run/audio/waxal_asr_176576d5149247378bb12b15e6198cde.wav	8.623	30.56	0.92	On boo nyeɗi, nyeɗi, nyeɗi haa derke’en fuu timmi fuu acci sil Daari-Bano ɗon jooɗi, hultori wargo.	on boo nyeɗi nyeɗi nyeɗi haa derke en fuu timmi fuu acci sil daari-bano ɗon jooɗi hultori wargo	18	unknown
waxal_asr_c916a246aec24355b464ec9e4e1faa43	data/fulfulde_run/audio/waxal_asr_c916a246aec24355b464ec9e4e1faa43.wav	16.912	50.56	0.8	Ɓe ngadda haako ɓusko goo ɓe mballina nii nii, ɓe mo’’ina, ɓe ngadda lesdi ɓe uwa ɓe maɓɓa, ɓe tiɗɗa, ɓe ɓoftoya lesdi, ɓe njoora waago nii, bana loope pusi goo.	ɓe ngadda haako ɓusko goo ɓe mballina nii nii ɓe mo ina ɓe ngadda lesdi ɓe uwa ɓe maɓɓa ɓe tiɗɗa ɓe ɓoftoya lesdi ɓe njoora waago nii bana loope pusi goo	32	unknown
waxal_asr_32b641dffc954a3ba731a1ab808a6c51	data/fulfulde_run/audio/waxal_asr_32b641dffc954a3ba731a1ab808a6c51.wav	5.352	36.5	0.79	Baaba am nanani yam ko colel ladde wi’atammi naa?	baaba am nanani yam ko colel ladde wi atammi naa	10	unknown
waxal_asr_1a6cd81012f84d4d9635b981abb53e7d	data/fulfulde_run/audio/waxal_asr_1a6cd81012f84d4d9635b981abb53e7d.wav	7.082	29.32	0.96	A tawan mututu gojoowa ɗon saɓɓi enndu wooru waalori, wooru boo o ɗon waɗi daŋki;	a tawan mututu gojoowa ɗon saɓɓi enndu wooru waalori wooru boo o ɗon waɗi daŋki	15	unknown
waxal_asr_6bf67e4995a94abb837dea08583ae6a8	data/fulfulde_run/audio/waxal_asr_6bf67e4995a94abb837dea08583ae6a8.wav	7.565	35.42	0.89	jam, baaba goo taaɓi mo tap, tufi mo yiitere, seeki saare wurti mo, seeri mo.	jam baaba goo taaɓi mo tap tufi mo yiitere seeki saare wurti mo seeri mo	15	unknown
waxal_asr_9ca76ba2ba8944e48b7b2765a911ed03	data/fulfulde_run/audio/waxal_asr_9ca76ba2ba8944e48b7b2765a911ed03.wav	7.83	47.12	0.81	ɓe ndokki mo hunnde ɗuunde o jaɓi o wari o nastini suudu gorko o sigi.	ɓe ndokki mo hunnde ɗuunde o jaɓi o wari o nastini suudu gorko o sigi	15	unknown
waxal_asr_8de9ae01981b4c0d9e42f58527db5302	data/fulfulde_run/audio/waxal_asr_8de9ae01981b4c0d9e42f58527db5302.wav	13.487	51.23	0.8	jiire goo ɗon jooɗi nii non nii, o tufa jiire paraf! Adda goo boo wi’a mo yoo : taa taa tuf ɓii daada am, naa jawmu karal accataa en.	jiire goo ɗon jooɗi nii non nii o tufa jiire paraf adda goo boo wi a mo yoo taa taa tuf ɓii daada am naa jawmu karal accataa en	29	unknown
waxal_asr_fcf03b0500204564abdbc6ab7c0959a3	data/fulfulde_run/audio/waxal_asr_fcf03b0500204564abdbc6ab7c0959a3.wav	7.507	48.17	0.78	Kad boo ɓe mbi’a : naa haa wuro ngoo, yeeso. Kad boo nga yaha yeeso :	kad boo ɓe mbi a naa haa wuro ngoo yeeso kad boo nga yaha yeeso	15	unknown
waxal_asr_4d339c5899884d82be856e3a2cadb447	data/fulfulde_run/audio/waxal_asr_4d339c5899884d82be856e3a2cadb447.wav	4.154	26.87	0.93	Puldebbo wii : miin kam mi anndaa e ngonmi jooni kam.	puldebbo wii miin kam mi anndaa e ngonmi jooni kam	10	unknown
waxal_asr_460eb4167a804c1eb1389dcd5bea83af	data/fulfulde_run/audio/waxal_asr_460eb4167a804c1eb1389dcd5bea83af.wav	5.467	54.5	0.75	Innu kam taadi Mbuulu kam pat kolobaaji bee keeɗe,	innu kam taadi mbuulu kam pat kolobaaji bee keeɗe	9	unknown
waxal_asr_b30482238bd74bfab445b95aea04c649	data/fulfulde_run/audio/waxal_asr_b30482238bd74bfab445b95aea04c649.wav	7.02	45.97	0.77	ɓe tato pat ɓe ngurtaaki, min ngaɗi ɓoggol haa min cafti ɓe ngurtaaki;	ɓe tato pat ɓe ngurtaaki min ngaɗi ɓoggol haa min cafti ɓe ngurtaaki	13	unknown
waxal_asr_5db785a7d1dd4acdb333e184f9f11ea9	data/fulfulde_run/audio/waxal_asr_5db785a7d1dd4acdb333e184f9f11ea9.wav	8.235	48.5	0.75	Ɓiira debbo goo siwti, yiiwi puccu muuɗum goo, ɓiira wa’’i dow puccu muuɗum.	ɓiira debbo goo siwti yiiwi puccu muuɗum goo ɓiira wa i dow puccu muuɗum	14	unknown
waxal_asr_4060be99075d4abea4888be4988c5497	data/fulfulde_run/audio/waxal_asr_4060be99075d4abea4888be4988c5497.wav	6.48	55.22	0.82	Jam, debbo Ibrahim goo wi’ata : gora Ibiraahim laarataake;	jam debbo ibrahim goo wi ata gora ibiraahim laarataake	9	unknown
waxal_asr_cba774fb644d4c14837b16cb636c681d	data/fulfulde_run/audio/waxal_asr_cba774fb644d4c14837b16cb636c681d.wav	7.22	48.22	0.82	ko waddu ma haa ɗoo? ɓinngel goo wii : ko waddimmi haa ɗoo naa?	ko waddu ma haa ɗoo ɓinngel goo wii ko waddimmi haa ɗoo naa	13	unknown
waxal_asr_aebe86ba88424b708615636a358c47ed	data/fulfulde_run/audio/waxal_asr_aebe86ba88424b708615636a358c47ed.wav	13.541	45.62	0.8	Derke’en goo, ɗon nyeɗa, ɗon nyeɗa o wii : mbelkoy am ndokkoreeɗam ndiyam, ɓikkoy goo nyeɗi ndiyam ngaddi, o jaɓi o yari;	derke en goo ɗon nyeɗa ɗon nyeɗa o wii mbelkoy am ndokkoreeɗam ndiyam ɓikkoy goo nyeɗi ndiyam ngaddi o jaɓi o yari	22	unknown
waxal_asr_d7756a518a4b4c4b971fc05a4e148fb0	data/fulfulde_run/audio/waxal_asr_d7756a518a4b4c4b971fc05a4e148fb0.wav	2.64	52.69	0.75	Moy mari paanyo liyel;	moy mari paanyo liyel	4	unknown
waxal_asr_2d82fe5155c54c02a7b7e0802bd58b8d	data/fulfulde_run/audio/waxal_asr_2d82fe5155c54c02a7b7e0802bd58b8d.wav	2.456	51.65	0.84	Daada walaa, baaba walaa.	daada walaa baaba walaa	4	unknown
waxal_asr_9ff3851ef15a4d8188f18689428eb966	data/fulfulde_run/audio/waxal_asr_9ff3851ef15a4d8188f18689428eb966.wav	8.82	44.13	0.86	Weeti fajira, o wii yoo kala debbo e wuro maako pat, wara warda bee ndiyam e juldude.	weeti fajira o wii yoo kala debbo e wuro maako pat wara warda bee ndiyam e juldude	17	unknown
waxal_asr_0629d6edc7314ad1acb19bcb755bbfe3	data/fulfulde_run/audio/waxal_asr_0629d6edc7314ad1acb19bcb755bbfe3.wav	2.069	51.19	0.76	naa kosɗe tati naa?	naa kosɗe tati naa	4	unknown
waxal_asr_912381e72cc8431fb8455d9a867e4468	data/fulfulde_run/audio/waxal_asr_912381e72cc8431fb8455d9a867e4468.wav	9.53	45.72	0.75	Kaŋum kam ɓe njo’’in ɗum haa saare non, ɓe ngaataay ɗum nder beembal, ɗon jooɗi nder saare goo.	kaŋum kam ɓe njo in ɗum haa saare non ɓe ngaataay ɗum nder beembal ɗon jooɗi nder saare goo	19	unknown
waxal_asr_6890fa5a0b3b41f9802540eb91f530c0	data/fulfulde_run/audio/waxal_asr_6890fa5a0b3b41f9802540eb91f530c0.wav	3.78	49.34	0.71	Bilaali ngamngam; Bilaali ngamngam;	bilaali ngamngam bilaali ngamngam	4	unknown
waxal_asr_f95910e1a277440d9b48caa4e7c11e4a	data/fulfulde_run/audio/waxal_asr_f95910e1a277440d9b48caa4e7c11e4a.wav	14.52	52.75	0.82	ɓinngel to njaata? Hh? Alla yiini yam mukoy tati, ko ndildataami?  Mi mooroyoto haa mututu gojoowa, daada am wii mi mooroyo haa mututu gojoowa	ɓinngel to njaata hh alla yiini yam mukoy tati ko ndildataami mi mooroyoto haa mututu gojoowa daada am wii mi mooroyo haa mututu gojoowa	24	unknown
waxal_asr_bd925cc87ed7455ea69102265389dbb8	data/fulfulde_run/audio/waxal_asr_bd925cc87ed7455ea69102265389dbb8.wav	18.95	49.03	0.83	Tuggere wii yoo : ndaa ɗum joorɗum koltikoloŋ, sonaa to ƴeende toɓi, luggere man miin doo mi heewa ndiyam, suy ɓoore fuɗa, baali nyaama kaara. Kadi boo o yehi o ɗon dari non toro non :	tuggere wii yoo ndaa ɗum joorɗum koltikoloŋ sonaa to ƴeende toɓi luggere man miin doo mi heewa ndiyam suy ɓoore fuɗa baali nyaama kaara kadi boo o yehi o ɗon dari non toro non	34	unknown
waxal_asr_419a92ebe84242dabae0e15303f1cca8	data/fulfulde_run/audio/waxal_asr_419a92ebe84242dabae0e15303f1cca8.wav	7.74	47.52	0.8	O efti haa o roondo ɗum sali, o wii : Alla am hokkam mi nii ndoondoowo,	o efti haa o roondo ɗum sali o wii alla am hokkam mi nii ndoondoowo	15	unknown
waxal_asr_82580fbc18fc4b64b1ef797a50cdb07c	data/fulfulde_run/audio/waxal_asr_82580fbc18fc4b64b1ef797a50cdb07c.wav	3.72	51.03	0.73	Asta nduunya moɗi yam mi geeto;	asta nduunya moɗi yam mi geeto	6	unknown
waxal_asr_c120300bb5294ee4b3f9265a5bd31867	data/fulfulde_run/audio/waxal_asr_c120300bb5294ee4b3f9265a5bd31867.wav	9.396	56.28	0.85	Jam, ɓinngel yehi tawi suudu ɗon ranwa, doggi wari, nga waati ngel ɗon nga waalori ɗon	jam ɓinngel yehi tawi suudu ɗon ranwa doggi wari nga waati ngel ɗon nga waalori ɗon	16	unknown
waxal_asr_9e667c95be1849849bde7d34c000a1f8	data/fulfulde_run/audio/waxal_asr_9e667c95be1849849bde7d34c000a1f8.wav	6.474	27.23	0.93	hunnde saare baaba maako fuu o wii hunnde saare gorko fuu o wiii mboodi sali.	hunnde saare baaba maako fuu o wii hunnde saare gorko fuu o wiii mboodi sali	15	unknown
waxal_asr_e2febe28eb4e4f9d93ccac33ac7fa906	data/fulfulde_run/audio/waxal_asr_e2febe28eb4e4f9d93ccac33ac7fa906.wav	4.38	59.97	0.65	Ɓunndu nduu yaalammi faa’i daande;	ɓunndu nduu yaalammi faa i daande	6	unknown
waxal_asr_009d36a54d5e43b2998c5b5cdcb6aa23	data/fulfulde_run/audio/waxal_asr_009d36a54d5e43b2998c5b5cdcb6aa23.wav	12.942	45.67	0.86	O wii : waddu duweere ngaɗa, o waddi duweere o waɗi. Jam, duweere wooji, o hooci o tiggi e yitere Asta Ndoonya goo.	o wii waddu duweere ngaɗa o waddi duweere o waɗi jam duweere wooji o hooci o tiggi e yitere asta ndoonya goo	22	unknown
waxal_asr_9f190442434c449295dd9c70cf718a68	data/fulfulde_run/audio/waxal_asr_9f190442434c449295dd9c70cf718a68.wav	9.256	48.1	0.82	To mi roondi ma mi ɗon nela mo bee sappa maako’en o wara o nyeɗa ndiyam, to o wari nannga mo.	to mi roondi ma mi ɗon nela mo bee sappa maako en o wara o nyeɗa ndiyam to o wari nannga mo	22	unknown
waxal_asr_24ae64046b4e41aa97b311a77e583c5f	data/fulfulde_run/audio/waxal_asr_24ae64046b4e41aa97b311a77e583c5f.wav	8.488	53.08	0.78	Suy, o yehi o silmini e laamɗo, laamɗo jaɓi : ɗum an ɗume? ɗum an moy?	suy o yehi o silmini e laamɗo laamɗo jaɓi ɗum an ɗume ɗum an moy	15	unknown
waxal_asr_2511fdf0772842298e8a6093e0991ed3	data/fulfulde_run/audio/waxal_asr_2511fdf0772842298e8a6093e0991ed3.wav	4.368	50.34	0.78	Kanko kam ɓoyma o heɓi o hettiri gaɗa.	kanko kam ɓoyma o heɓi o hettiri gaɗa	8	unknown
waxal_asr_3156805a6aea472aae28768a8c859962	data/fulfulde_run/audio/waxal_asr_3156805a6aea472aae28768a8c859962.wav	2.58	25.48	0.98	Jawmu karal loorti dilli,	jawmu karal loorti dilli	4	unknown
waxal_asr_49dfabf7084d42a9a0c35b6127e8cb03	data/fulfulde_run/audio/waxal_asr_49dfabf7084d42a9a0c35b6127e8cb03.wav	2.34	53.98	0.77	ƴeende toɓa helta;	ƴeende toɓa helta	3	unknown
waxal_asr_f80ff1f0a5d544c69001b95d95df173d	data/fulfulde_run/audio/waxal_asr_f80ff1f0a5d544c69001b95d95df173d.wav	7.191	36.01	0.91	Jam o ɗon dari goo, lesdi ɗon muta haa kosɗe maako, lesdi wari haa holɓunde maako.	jam o ɗon dari goo lesdi ɗon muta haa kosɗe maako lesdi wari haa holɓunde maako	16	unknown
waxal_asr_b28192c740f94567ab4bf9852e0d1e94	data/fulfulde_run/audio/waxal_asr_b28192c740f94567ab4bf9852e0d1e94.wav	6.969	37.68	0.89	Adda wi’a mo yoo : ɓii daada am baaba maayi accani en haa njaren kosam.	adda wi a mo yoo ɓii daada am baaba maayi accani en haa njaren kosam	15	unknown
waxal_asr_17df90ede0564c41b724442010f8cd26	data/fulfulde_run/audio/waxal_asr_17df90ede0564c41b724442010f8cd26.wav	4.039	53.99	0.73	mukoy nayi goo wii : ɓinngel to njaata?	mukoy nayi goo wii ɓinngel to njaata	7	unknown
waxal_asr_be8c8eea77a24edb9b8c1f3d35692db2	data/fulfulde_run/audio/waxal_asr_be8c8eea77a24edb9b8c1f3d35692db2.wav	4.945	32.51	0.89	Yaadikko ɗon jooɗi garngarni e saare ɗon heɗi kadi.	yaadikko ɗon jooɗi garngarni e saare ɗon heɗi kadi	9	unknown
waxal_asr_b099bbbecb034baf9863c982723ab91d	data/fulfulde_run/audio/waxal_asr_b099bbbecb034baf9863c982723ab91d.wav	3.192	45.5	0.84	jiire, geeraaɗe ɗoo ɗon naa?	jiire geeraaɗe ɗoo ɗon naa	5	unknown
waxal_asr_bd8f32a87c63484d8b1b653b45c6e2ed	data/fulfulde_run/audio/waxal_asr_bd8f32a87c63484d8b1b653b45c6e2ed.wav	4.5	53.32	0.65	Takala mulus, takkaande mus	takala mulus takkaande mus	4	unknown
waxal_asr_1d9a1dd6dff94ad1a3dc99f4d6929224	data/fulfulde_run/audio/waxal_asr_1d9a1dd6dff94ad1a3dc99f4d6929224.wav	5.181	41.71	0.86	O wii : booɗɗum, to ngam kaa kam, mi heɓtanan mo ndee.	o wii booɗɗum to ngam kaa kam mi heɓtanan mo ndee	11	unknown
waxal_asr_57b1cb94a3124b0ba86f67e34674ef57	data/fulfulde_run/audio/waxal_asr_57b1cb94a3124b0ba86f67e34674ef57.wav	9.733	48.49	0.81	Yowwaa! kadi boo o ɗon dilla nii, kad boo o wii : kadi ƴam kakkan tan suy ɗum anndal?	yowwaa kadi boo o ɗon dilla nii kad boo o wii kadi ƴam kakkan tan suy ɗum anndal	18	unknown
waxal_asr_8c3202b6855145b7a740930884b08568	data/fulfulde_run/audio/waxal_asr_8c3202b6855145b7a740930884b08568.wav	7.26	41.46	0.86	Hey loornu, loornu jiire ɗoo waddu haa en juɗa mo, o nyaamdi en geeraaɗe pat.	hey loornu loornu jiire ɗoo waddu haa en juɗa mo o nyaamdi en geeraaɗe pat	15	unknown
waxal_asr_0a5e7217032f41ba83b1742c36345368	data/fulfulde_run/audio/waxal_asr_0a5e7217032f41ba83b1742c36345368.wav	11.407	46.44	0.79	Jam, o ɗon tokki waɗgo nii goo, o ɗon tokki waɗgo. Jam, bawɗi laamɗo goo boo, duuri jahaangal goo ɗon warta;	jam o ɗon tokki waɗgo nii goo o ɗon tokki waɗgo jam bawɗi laamɗo goo boo duuri jahaangal goo ɗon warta	21	unknown
waxal_asr_989c85ca781c4500a503f0d54b0b44a4	data/fulfulde_run/audio/waxal_asr_989c85ca781c4500a503f0d54b0b44a4.wav	2.7	48.16	0.63	o wii: mi jippataako.	o wii mi jippataako	4	unknown
waxal_asr_632e7bf0d771424ba0f787c083c25555	data/fulfulde_run/audio/waxal_asr_632e7bf0d771424ba0f787c083c25555.wav	10.164	44.45	0.85	goɗɗo waali tuggi sogonnde non, wi’ata : Alla reen hoore laamiiɗo naa yimɓe ɗiɗo ɗon dow lekki ɗoo.	goɗɗo waali tuggi sogonnde non wi ata alla reen hoore laamiiɗo naa yimɓe ɗiɗo ɗon dow lekki ɗoo	18	unknown
waxal_asr_8b61cc24d0c74208b824d920f5748092	data/fulfulde_run/audio/waxal_asr_8b61cc24d0c74208b824d920f5748092.wav	2.4	50.89	0.46	Ngol timmi.	ngol timmi	2	unknown
waxal_asr_20eca0c0db154b8db957019b9d4240e8	data/fulfulde_run/audio/waxal_asr_20eca0c0db154b8db957019b9d4240e8.wav	4.23	34.27	0.89	baaba goo wii : naa haa toskonaami ɓinngel am.	baaba goo wii naa haa toskonaami ɓinngel am	8	unknown
waxal_asr_b3822eb6e9e6423dab2bd76cb76c2c40	data/fulfulde_run/audio/waxal_asr_b3822eb6e9e6423dab2bd76cb76c2c40.wav	17.28	49.27	0.68	Daada goo nani non, ummi ɗon mooɓta kuuje mum bubub bubub bubub, ufi kuuje : Damseere am ɓesni, Damseere am ɓesni, roondi donngal.	daada goo nani non ummi ɗon mooɓta kuuje mum bubub bubub bubub ufi kuuje damseere am ɓesni damseere am ɓesni roondi donngal	22	unknown
waxal_asr_b04e92333457469aa434fc5ba8912e88	data/fulfulde_run/audio/waxal_asr_b04e92333457469aa434fc5ba8912e88.wav	4.92	52.98	0.76	Ɓiira puccu goo fiiri farr haa gaɗa.	ɓiira puccu goo fiiri farr haa gaɗa	7	unknown
waxal_asr_1713d127b04f401faf7cddb948fca2e0	data/fulfulde_run/audio/waxal_asr_1713d127b04f401faf7cddb948fca2e0.wav	2.351	54.37	0.73	baali nyaama kaara;	baali nyaama kaara	3	unknown
waxal_asr_8d6043f0863f4468a8471e09e2f870fb	data/fulfulde_run/audio/waxal_asr_8d6043f0863f4468a8471e09e2f870fb.wav	3.962	40.36	0.83	to a nyaami follere ɗoo maa, ɓe keɓtan a debbo,	to a nyaami follere ɗoo maa ɓe keɓtan a debbo	10	unknown
waxal_asr_e76917b87a5f4202b30b267271810332	data/fulfulde_run/audio/waxal_asr_e76917b87a5f4202b30b267271810332.wav	5.58	24.77	0.96	mo yamnde e tiinde Daari-Bano; mo huduure e daande Daari-Bano.	mo yamnde e tiinde daari-bano mo huduure e daande daari-bano	10	unknown
waxal_asr_d9ee76c1f3f04b5685c4b62832dc6c48	data/fulfulde_run/audio/waxal_asr_d9ee76c1f3f04b5685c4b62832dc6c48.wav	5.827	50.41	0.8	woodi puldebbo boo kaŋum boo ɗon, kaŋum boo ɓe nannguno ɗum.	woodi puldebbo boo kaŋum boo ɗon kaŋum boo ɓe nannguno ɗum	11	unknown
waxal_asr_b346eef361674f608aed68b54f13406e	data/fulfulde_run/audio/waxal_asr_b346eef361674f608aed68b54f13406e.wav	3.78	53.31	0.77	mo yamnde e tiinde, mo saro e junngo;	mo yamnde e tiinde mo saro e junngo	8	unknown
waxal_asr_8ab49ee8834e42048782e5b056255f27	data/fulfulde_run/audio/waxal_asr_8ab49ee8834e42048782e5b056255f27.wav	8.821	44.36	0.85	Laamɗo oo, o danyi ɓinngel maako gootel, o wii taa taa ngel wurto koo toy o ɗon dilla jahaangal.	laamɗo oo o danyi ɓinngel maako gootel o wii taa taa ngel wurto koo toy o ɗon dilla jahaangal	19	unknown
waxal_asr_da18e60656fa4b8dba2a498adbc858a1	data/fulfulde_run/audio/waxal_asr_da18e60656fa4b8dba2a498adbc858a1.wav	5.04	40.02	0.83	Ɓe kooci lekkoy haa ɓe njaha ɓe njuɗoya puldebbo goo,	ɓe kooci lekkoy haa ɓe njaha ɓe njuɗoya puldebbo goo	10	unknown
waxal_asr_b2ec83793fde4572b7e2566cf3baa333	data/fulfulde_run/audio/waxal_asr_b2ec83793fde4572b7e2566cf3baa333.wav	2.04	53.14	0.82	Mi tikka mi nasta ladde.	mi tikka mi nasta ladde	5	unknown
waxal_asr_329e6965186c43cb82f8c8c7280de41b	data/fulfulde_run/audio/waxal_asr_329e6965186c43cb82f8c8c7280de41b.wav	17.67	54.59	0.76	Ngel wuri ngel fotti bee mukoy nayi : ɓinngel to njahta? Ko ndildataami? Alla yiini yam mukoy nayi boo, mi mooroyto haa mututu gojoowa, onon sinaa dile;	ngel wuri ngel fotti bee mukoy nayi ɓinngel to njahta ko ndildataami alla yiini yam mukoy nayi boo mi mooroyto haa mututu gojoowa onon sinaa dile	26	unknown
waxal_asr_449e8b504a0c467eb9f5eed7933eea73	data/fulfulde_run/audio/waxal_asr_449e8b504a0c467eb9f5eed7933eea73.wav	8.895	38.84	0.89	Poolel wurti yehi jippi haa yaasi nii, suy wii : no ngaɗan mi Alla am haa mi heɓa ɓinngel ngel?	poolel wurti yehi jippi haa yaasi nii suy wii no ngaɗan mi alla am haa mi heɓa ɓinngel ngel	19	unknown
waxal_asr_c35de844a3f34c0b999655f0e20a204a	data/fulfulde_run/audio/waxal_asr_c35de844a3f34c0b999655f0e20a204a.wav	6.043	24.64	0.97	suy debbo goo ɗon jooɗi woya, Sammboyel iwi yaasi warti : ɗume waɗ ma mboyata?	suy debbo goo ɗon jooɗi woya sammboyel iwi yaasi warti ɗume waɗ ma mboyata	14	unknown
waxal_asr_794df3f7bd9e47068279ba83c0fbed76	data/fulfulde_run/audio/waxal_asr_794df3f7bd9e47068279ba83c0fbed76.wav	2.005	52.74	0.71	Yotta jam kadi.	yotta jam kadi	3	unknown
